Wall time,Step,Value
1555886687.1716952,0,0.36051997542381287
1555888781.4378557,1,0.6291719079017639
1555890876.1789682,2,0.7740263342857361
1555892972.5927262,3,0.7936139702796936
1555895068.749131,4,0.8115073442459106
1555897167.653212,5,0.8070085644721985
1555899266.847591,6,0.8222008943557739
1555901365.5188348,7,0.8240321278572083
1555903462.169998,8,0.8309078216552734
1555905554.6024768,9,0.8263102769851685
